0.9952, 0.9976, 0.9886, 1.0
1.0048, 1.0012, 1.0, 0.9895
1.0048, 0.9988, 1.0, 0.9895
1.0048, 1.0, 1.0057, 0.9789
1.0048, 1.0012, 1.0057, 0.9789
1.0048, 1.0036, 1.0057, 0.9789
1.0024, 1.0024, 1.0057, 0.9842
1.0072, 1.0048, 1.0057, 0.9842
1.0072, 1.0024, 1.0057, 0.9842
1.0072, 1.0, 1.0057, 0.9842
1.0072, 1.0, 1.0057, 0.9842
1.0048, 1.0, 1.0057, 0.9842
1.0048, 0.9988, 1.0, 0.9895
1.0072, 1.0, 1.0, 0.9895
1.0072, 1.0036, 1.0, 0.9895
1.0072, 1.0, 1.0, 0.9895
1.0072, 1.0, 1.0, 0.9842
1.0024, 0.9964, 1.0, 0.9842
1.0024, 1.0, 1.0, 0.9842
1.0048, 1.0024, 1.0, 0.9842
1.0048, 1.0024, 1.0, 0.9842
1.0048, 1.0024, 1.0, 0.9842
1.0048, 1.0024, 1.0, 0.9842
1.0048, 1.0036, 1.0, 0.9842
1.0048, 1.0036, 1.0, 0.9842
1.0096, 1.006, 1.0, 0.9842
1.0096, 1.006, 1.0, 0.9842
1.0072, 1.0073, 1.0, 0.9842
1.0072, 1.0073, 1.0, 0.9842
0.1894, 0.6505, 1.0682, 1.3526
0.1367, 0.601, 1.142, 1.2684
0.1391, 0.584, 1.1364, 1.2737
0.1343, 0.5852, 1.1364, 1.2737
0.1367, 0.5877, 1.1364, 1.2842
0.1271, 0.5514, 1.1307, 1.2895
0.1151, 0.5453, 1.1307, 1.2895
0.1127, 0.52, 1.1307, 1.2842
0.1127, 0.5393, 1.1307, 1.2789
0.1127, 0.5357, 1.1307, 1.2789
0.1103, 0.5381, 1.1307, 1.2789
0.1175, 0.5417, 1.1307, 1.2789
0.1223, 0.5671, 1.1364, 1.2789
0.1247, 0.5623, 1.1364, 1.2789
0.1223, 0.5611, 1.1364, 1.2789
0.1223, 0.5526, 1.125, 1.2789
0.1271, 0.5865, 1.125, 1.2842
0.1319, 0.5768, 1.125, 1.2842
0.1343, 0.578, 1.125, 1.2842
0.1247, 0.5599, 1.1364, 1.2842
0.1175, 0.5574, 1.1364, 1.2842
0.1199, 0.5574, 1.1364, 1.2842
0.1223, 0.5599, 1.1364, 1.2842
0.1247, 0.5865, 1.142, 1.2842
0.1295, 0.601, 1.142, 1.2842
0.1319, 0.607, 1.142, 1.2842
0.1343, 0.6058, 1.1364, 1.2842
0.1391, 0.6058, 1.1364, 1.2842
0.1391, 0.6046, 1.1364, 1.2842
0.1319, 0.5889, 1.1364, 1.2842
0.1295, 0.5949, 1.142, 1.2842
0.1367, 0.607, 1.1307, 1.2895
0.1343, 0.5998, 1.125, 1.2947
0.1247, 0.5732, 1.1136, 1.3
0.1199, 0.5744, 1.1136, 1.3
0.1103, 0.5502, 1.1023, 1.3
0.1079, 0.5453, 1.1023, 1.3
0.1055, 0.5393, 1.108, 1.2947
0.1175, 0.5453, 1.108, 1.3
0.1175, 0.5453, 1.1136, 1.3
0.1151, 0.5671, 1.125, 1.2947
0.1151, 0.5828, 1.1193, 1.3
0.1175, 0.584, 1.125, 1.3
0.1175, 0.584, 1.1193, 1.3
0.1295, 0.5901, 1.1364, 1.2947
0.1295, 0.5889, 1.1364, 1.2947
0.1295, 0.5816, 1.1307, 1.2947
0.1271, 0.5466, 1.1193, 1.2947
0.1319, 0.5756, 1.1307, 1.2895
0.1295, 0.5828, 1.1307, 1.2947
0.1343, 0.584, 1.1307, 1.2947
0.1343, 0.5865, 1.1307, 1.2947
